case_id,alert_type,failed_login_count,successful_login,new_ip,location_change,login_location,endpoint_anomaly,email_anomaly,cloud_anomaly,previous_incident,evidence_missing,evidence_conflict,risk_score,risk_level,investigation_steps,containment_decision,investigation_status,case_outcome
CASE-0101,Suspicious Login,3,1,0,0,Hyderabad,1,1,1,1,0,0,50,MEDIUM,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0102,Cloud Account Anomaly,3,0,0,0,Bangalore,0,0,1,1,1,0,10,LOW,Validate Alert → Check Authentication History → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-0103,Phishing Email,1,1,1,0,Delhi,0,0,0,0,0,0,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-0104,Cloud Account Anomaly,0,1,1,1,Unknown,1,0,0,1,1,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-0105,Cloud Account Anomaly,0,1,0,0,Bangalore,1,0,0,0,0,0,25,LOW,Validate Alert → Check Authentication History → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-0106,Phishing Email,4,1,1,0,Hyderabad,0,1,1,0,0,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0107,Phishing Email,1,0,1,0,Hyderabad,1,0,1,0,0,1,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0108,Cloud Account Anomaly,3,1,1,0,Chennai,1,0,1,0,1,1,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-0109,Cloud Account Anomaly,4,0,0,1,Bangalore,1,0,1,1,0,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-0110,Suspicious Login,1,0,0,1,Bangalore,1,0,0,0,0,0,30,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0111,Endpoint Malware,1,0,0,1,Delhi,1,1,1,1,0,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0112,Cloud Account Anomaly,0,1,1,0,Mumbai,1,0,1,1,1,0,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0113,Phishing Email,0,0,0,1,Hyderabad,1,0,1,0,0,1,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0114,Endpoint Malware,0,0,1,0,Delhi,1,0,0,0,0,1,30,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0115,Endpoint Malware,3,1,1,1,Hyderabad,1,1,1,0,0,0,75,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Disable Account,Normal Investigation,Confirmed Incident
CASE-0116,Cloud Account Anomaly,2,1,1,0,Bangalore,1,0,0,1,0,1,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0117,Suspicious Login,2,1,1,1,Bangalore,0,0,1,1,0,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-0118,Endpoint Malware,1,1,1,0,Hyderabad,0,0,0,0,0,0,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-0119,Suspicious Login,2,1,0,1,Delhi,0,0,0,0,1,0,20,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-0120,Phishing Email,2,0,1,1,Unknown,1,0,0,1,1,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-0121,Cloud Account Anomaly,0,1,1,1,Mumbai,1,0,0,0,0,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-0122,Suspicious Login,1,0,1,0,Delhi,0,1,1,0,1,0,30,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0123,Phishing Email,3,0,1,0,Chennai,1,1,0,1,0,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0124,Phishing Email,4,0,1,0,Delhi,0,0,1,1,0,1,30,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0125,Suspicious Login,3,0,0,1,Mumbai,0,0,1,0,0,0,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-0126,Suspicious Login,0,0,0,1,Unknown,1,0,0,1,0,1,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Needs Further Investigation
CASE-0127,Endpoint Malware,0,1,1,0,Chennai,1,0,1,0,0,1,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0128,Suspicious Login,0,1,1,0,Unknown,1,1,1,0,0,0,60,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Disable Account,Normal Investigation,Confirmed Incident
CASE-0129,Suspicious Login,1,1,0,0,Bangalore,1,1,0,1,1,1,35,MEDIUM,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0130,Suspicious Login,2,1,0,1,Hyderabad,0,0,0,0,0,0,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-0131,Cloud Account Anomaly,2,1,1,0,Mumbai,0,1,1,0,0,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0132,Cloud Account Anomaly,5,1,1,1,Unknown,1,0,1,1,0,1,90,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Disable Account,MANUAL REVIEW - Conflicting Evidence,Confirmed Incident
CASE-0133,Cloud Account Anomaly,1,0,1,0,Mumbai,1,1,0,0,0,1,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0134,Cloud Account Anomaly,3,1,0,1,Chennai,1,1,0,1,1,0,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0135,Cloud Account Anomaly,4,1,0,0,Unknown,0,1,0,0,0,0,20,LOW,Validate Alert → Check Authentication History → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-0136,Phishing Email,2,1,1,0,Hyderabad,0,1,1,1,1,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0137,Phishing Email,3,1,1,1,Hyderabad,0,0,0,0,1,1,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-0138,Suspicious Login,2,1,1,1,Bangalore,0,1,1,0,0,0,60,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Isolate Endpoint,Normal Investigation,Escalated Incident
CASE-0139,Cloud Account Anomaly,1,0,1,1,Chennai,0,1,1,0,0,0,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0140,Endpoint Malware,4,0,0,1,Chennai,0,1,1,1,0,1,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Needs Further Investigation
CASE-0141,Phishing Email,1,1,1,1,Bangalore,1,0,0,1,0,0,60,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Disable Account,Normal Investigation,Escalated Incident
CASE-0142,Endpoint Malware,3,0,1,0,Unknown,0,0,1,0,0,0,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-0143,Endpoint Malware,1,1,1,0,Hyderabad,1,0,1,0,0,1,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Needs Further Investigation
CASE-0144,Endpoint Malware,1,0,0,1,Bangalore,0,0,0,0,0,1,15,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0145,Cloud Account Anomaly,3,0,1,1,Bangalore,1,1,0,1,0,0,60,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Isolate Endpoint,Normal Investigation,Confirmed Incident
CASE-0146,Cloud Account Anomaly,0,1,1,1,Delhi,0,1,0,1,0,1,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
